label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_6,Beacon_7
1.0,0.55,0.8125,0.5405405405405406,0.5375,0.2564102564102564,0.3673469387755102,0.4339622641509434
2.0,0.35,0.9375,0.4054054054054054,0.475,0.2307692307692307,0.1428571428571428,0.5660377358490566
3.0,0.675,0.9166666666666666,0.4864864864864865,0.375,0.4615384615384615,0.2244897959183673,0.320754716981132
4.0,0.425,0.7916666666666666,0.4864864864864865,0.55,0.4615384615384615,0.2448979591836734,0.5471698113207547
5.0,0.375,0.7291666666666666,0.2162162162162162,0.825,0.5384615384615384,0.2448979591836734,0.4339622641509434
6.0,0.55,0.8541666666666666,0.5405405405405406,0.525,0.4358974358974359,0.1428571428571428,0.6981132075471698
7.0,0.7,0.7291666666666666,0.5675675675675675,0.55,0.5128205128205128,0.1836734693877551,0.6415094339622641
8.0,0.8,0.6666666666666666,0.6486486486486487,0.45,0.3076923076923077,0.2653061224489796,0.5471698113207547
9.0,0.8,0.6666666666666666,0.2432432432432432,0.425,0.4615384615384615,0.1020408163265306,0.3962264150943396
10.0,0.675,0.7291666666666666,0.8108108108108109,0.4,0.5384615384615384,0.4285714285714285,0.5849056603773585
31.0,0.65,0.7291666666666666,0.6486486486486487,0.625,0.5641025641025641,0.2857142857142857,0.6792452830188679
31.0,0.65,0.7291666666666666,0.6486486486486487,0.625,0.5641025641025641,0.2857142857142857,0.6792452830188679
32.0,0.9,0.7083333333333334,0.945945945945946,0.525,0.4615384615384615,0.2448979591836734,0.5660377358490566
33.0,0.825,0.5416666666666666,0.945945945945946,0.3,0.358974358974359,0.2040816326530612,0.4716981132075472
34.0,0.775,0.4791666666666667,0.945945945945946,0.35,0.2051282051282051,0.1632653061224489,0.2264150943396226
35.0,0.875,0.7291666666666666,0.8108108108108109,0.3,0.5384615384615384,0.4489795918367347,0.5094339622641509
36.0,0.575,0.4791666666666667,0.7837837837837838,0.6,0.5384615384615384,0.2244897959183673,0.7358490566037735
36.0,0.575,0.4791666666666667,0.7837837837837838,0.6,0.5384615384615384,0.2244897959183673,0.7358490566037735
20.0,0.6,0.5833333333333334,0.8648648648648649,0.75,0.282051282051282,0.3265306122448979,0.7924528301886793
19.0,0.575,0.5,0.7297297297297297,0.75,0.4615384615384615,0.2857142857142857,0.8113207547169812
18.0,0.65,0.6458333333333334,0.3243243243243243,0.7,0.4615384615384615,0.1428571428571428,0.7924528301886793
17.0,0.575,0.5625,0.4054054054054054,0.625,0.4358974358974359,0.2040816326530612,0.9245283018867924
16.0,0.65,0.5,0.3783783783783784,0.675,0.5128205128205128,0.2857142857142857,0.9716981132075472
15.0,0.575,0.6666666666666666,0.054054054054054,0.65,0.4615384615384615,0.4285714285714285,0.9433962264150944
14.0,0.5,0.7916666666666666,0.5945945945945946,0.85,0.282051282051282,0.2857142857142857,0.8490566037735849
13.0,0.625,0.6875,0.3783783783783784,0.625,0.1538461538461538,0.4081632653061224,0.8301886792452831
12.0,0.4,0.2708333333333333,0.7567567567567568,0.9,0.3846153846153846,0.2448979591836734,0.5471698113207547
11.0,0.475,0.6458333333333334,0.5675675675675675,0.95,0.2051282051282051,0.5306122448979592,0.6981132075471698
11.0,0.475,0.6458333333333334,0.5675675675675675,0.95,0.2051282051282051,0.5306122448979592,0.6981132075471698
12.0,0.4,0.2708333333333333,0.7567567567567568,0.9,0.3846153846153846,0.2448979591836734,0.5471698113207547
13.0,0.625,0.6875,0.3783783783783784,0.625,0.1538461538461538,0.4081632653061224,0.8301886792452831
14.0,0.5,0.7916666666666666,0.5945945945945946,0.85,0.282051282051282,0.2857142857142857,0.8490566037735849
15.0,0.575,0.6666666666666666,0.054054054054054,0.65,0.4615384615384615,0.4285714285714285,0.9433962264150944
16.0,0.65,0.5,0.3783783783783784,0.675,0.5128205128205128,0.2857142857142857,0.9716981132075472
17.0,0.575,0.5625,0.4054054054054054,0.625,0.4358974358974359,0.2040816326530612,0.9245283018867924
18.0,0.65,0.6458333333333334,0.3243243243243243,0.7,0.4615384615384615,0.1428571428571428,0.7924528301886793
19.0,0.575,0.5,0.7297297297297297,0.75,0.4615384615384615,0.2857142857142857,0.8113207547169812
20.0,0.6,0.5833333333333334,0.8648648648648649,0.75,0.282051282051282,0.3265306122448979,0.7924528301886793
36.0,0.575,0.4791666666666667,0.7837837837837838,0.6,0.5384615384615384,0.2244897959183673,0.7358490566037735
36.0,0.575,0.4791666666666667,0.7837837837837838,0.6,0.5384615384615384,0.2244897959183673,0.7358490566037735
37.0,0.55,0.513888888888889,0.4324324324324324,0.65,0.8717948717948718,0.3061224489795918,0.7169811320754716
38.0,0.625,0.3125,0.6486486486486487,0.0,0.9487179487179488,0.4081632653061224,0.5283018867924528
39.0,0.5,0.5208333333333334,0.8648648648648649,0.525,1.0,0.3265306122448979,0.6037735849056604
40.0,0.525,0.5208333333333334,0.8108108108108109,0.325,0.717948717948718,0.5102040816326531,0.4150943396226415
41.0,0.475,0.3333333333333333,0.5135135135135135,0.6,0.5384615384615384,0.5306122448979592,0.5471698113207547
