Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro
20231225 03:38:44,-0.205509,-0.771896,-0.579549,0.141470,0.071583,-0.126467,-2.391029,-31.632034,-1.635635,174.2541,-0.48511744,-0.76165444,0.6483525,0.03678233,0.08124519,0.011616096
20231225 03:38:44,-0.224552,-1.244766,-0.447499,0.139339,0.050276,-0.141382,-1.879314,-31.214508,-1.791771,175.46681,-0.39187536,-1.2386159,0.57765025,0.036035664,0.062178805,0.036763348
20231225 03:38:44,-0.307978,-1.624746,-0.587497,0.161712,0.021512,-0.170146,-1.779552,-30.744957,-1.017601,175.84225,-0.5149596,-1.6168079,0.7586006,0.0435884,0.0372591,0.054137737
20231225 03:38:44,-0.328802,-1.876667,-0.604138,0.204325,-0.013645,-0.205303,-1.824375,-31.220055,-0.987030,175.85774,-0.51850796,-1.8681756,0.801136,0.06780114,0.008375776,0.06864362
20231225 03:38:44,-0.321251,-1.998010,-0.866466,0.260789,-0.051997,-0.252178,-1.206505,-30.796150,-1.008560,177.1308,-0.66117024,-1.9792067,0.9860835,0.08573015,-0.026873717,0.07344924
20231225 03:38:44,-0.205714,-1.879283,-1.103142,0.318318,-0.078631,-0.310772,-1.172447,-31.358040,-1.105507,177.16136,-0.7401559,-1.8473048,1.0927924,0.082252055,-0.05190984,0.07150479
20231225 03:38:44,-0.112211,-1.590209,-1.397984,0.361997,-0.083958,-0.380020,-1.673008,-30.930473,-0.602516,175.82095,-0.93597883,-1.5473161,1.2254591,0.03398156,-0.05773578,0.06025955
20231225 03:38:44,-0.023201,-0.957333,-1.914629,0.342821,-0.041344,-0.466313,-0.845009,-31.243874,-0.707787,177.61003,-1.3837041,-0.90291625,1.3533958,-0.10396546,-0.018958103,0.0700634
20231225 03:38:44,0.103310,-0.112399,-2.152515,0.255462,-0.010449,-0.572848,-1.047207,-31.737282,-0.141708,176.89291,-1.6308532,-0.031011902,1.2404022,-0.29490647,0.017633557,0.149405
20231225 03:38:44,-0.050773,1.092328,-2.355435,0.108444,0.015120,-0.694297,-0.420757,-31.026474,-0.449814,178.30617,-2.1286411,1.3257531,1.2643996,-0.5306423,0.09415898,0.2725038
20231225 03:38:44,-0.634199,2.419449,-2.541867,-0.113148,0.075844,-0.795505,-0.150063,-31.848724,-0.929337,178.33723,-3.0673952,2.8838592,1.7347721,-0.74160504,0.26392192,0.4773145
20231225 03:38:44,-1.703604,3.799623,-2.457878,-0.384812,0.129112,-0.802963,0.556427,-31.800369,-0.523552,-179.32915,-4.444297,3.8854103,2.717155,-0.8347466,0.3874988,0.7319057
20231225 03:38:44,-2.990199,4.891945,-2.154970,-0.704417,0.193033,-0.697493,0.767975,-31.403831,-0.815269,-179.44258,-5.4841146,4.1423798,3.6996565,-0.94689536,0.2901076,0.9655223
20231225 03:38:44,-3.961289,5.249610,-1.197598,-0.970754,0.253758,-0.498273,0.791912,-31.485077,-1.747528,178.84474,-5.5732937,3.4768786,3.8165898,-1.0275857,0.099513695,1.0715102
20231225 03:38:44,-4.528365,4.793784,0.183651,-1.087942,0.301698,-0.236198,0.633770,-31.119606,-1.772957,178.8819,-4.840398,2.359306,3.0800881,-1.0119909,-0.049433812,0.9452306
